Sample,DB,gene,allele,coverage,depth,diffs,uncertainty,divergence,length,maxMAF,clusterid,seqid,annotation
Met5798,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,90.909,3.478,4snp3indel69holes,edge1.0,0.553,792,0.5,5,93,
Met5799,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,164.797,2snp3indel,,0.253,792,0.092,5,93,
Met5800,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA7.v1_117,100,16.126,4snp,,0.501,798,0.486,5,117,
Met5801,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA2_104,100,93.85,1snp,,0.128,780,0.212,5,104,
Met5802,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.116,7.157,2snp3indel4holes,edge2.0,0.254,792,0.2,5,93,
Met5803,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,100,34.29,,,0,792,0.071,5,93,
Met5804,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,1700.382,2snp3indel,,0.253,792,0.098,5,93,
Met5805,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,17.982,2snp3indel,,0.253,792,0.167,5,93,
Met5806,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,183.854,2snp3indel,,0.253,792,0.302,5,93,
Met5807,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,100,12.773,3snp,,0.379,792,0.5,5,93,
Met5809,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA16_102,100,21.581,18snp,,2.128,846,0.475,5,102,
Met5810,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA12_98,92.424,5.997,15snp60holes,edge0.0,2.049,792,0.5,5,98,
Met5812,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA5_114,99.747,7.976,2holes,edge0.0,0,789,0.333,5,114,
Met5815,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA15_101,96.212,5.993,9snp30holes,edge0.0,1.181,792,0.5,5,101,
Met4832,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,49.906,,,0,762,0.083,6,128,
Met4833,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,37.001,,,0,762,0.069,6,128,
Met4834,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,8.906,,,0,762,0.2,6,128,
Met4836,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,17.429,,,0,762,0.182,6,128,
Met4837,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,185.476,,,0,762,0.282,6,128,
Met4843,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,94.425,1snp,,0.131,762,0.064,6,128,
Met4845,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,91.47,3.242,65holes,edge1.0,0,762,0.5,6,128,
Met4846,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,27.501,,,0,762,0.143,6,128,
Met4847,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,38.206,,,0,762,0.219,6,128,
Met4849,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,184.096,,,0,762,0.064,6,128,
Met4853,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,98.425,9.931,1snp12holes,,0.133,762,0.4,6,128,
Met4855,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,164.017,1snp,,0.131,762,0.134,6,128,
Met4856,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,63.667,,,0,762,0.078,6,128,
Met4858,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,97.507,3.508,19holes,edge0.0,0,762,0.5,6,128,
Met4859,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,67.894,1snp,,0.131,762,0.05,6,128,
Met4862,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,146.691,,,0,762,0.053,6,128,
Met4863,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,116.117,,,0,762,0.383,6,128,
Met4868,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,11.16,,,0,762,0.333,6,128,
Met4874,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,21.532,,,0,762,0.125,6,128,
Met4875,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,1098.054,,,0,762,0.484,6,128,
Met4878,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,29.957,,,0,762,0.103,6,128,
Met4879,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,7.988,,,0,762,0.25,6,128,
Met4882,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,101.509,,,0,762,0.065,6,128,
Met4884,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,12.455,,,0,762,0.188,6,128,
Met4885,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,13.338,,edge2.0,0,762,0.222,6,128,
Met4886,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,23.383,,,0,762,0.5,6,128,
Met4888,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,158.421,1snp,,0.131,762,0.345,6,128,
Met4889,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,17.25,,,0,762,0.143,6,128,
Met5657,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,1215.085,,,0,762,0.019,6,128,
Met5659,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,65.322,1snp,,0.131,762,0.294,6,128,
Met5660,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,42.79,,,0,762,0.067,6,128,
Met5661,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,54.043,,,0,762,0.192,6,128,
Met5662,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,24.502,,,0,762,0.167,6,128,
Met5664,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,26.561,,,0,762,0.212,6,128,
Met5666,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,1378.569,,,0,762,0.043,6,128,
Met5667,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,521.003,,,0,762,0.387,6,128,
Met5669,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,62.075,,,0,762,0.048,6,128,
Met5670,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,882.294,,,0,762,0.391,6,128,
Met5671,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,5.679,,edge2.0,0,762,0.333,6,128,
Met5673,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,12.005,,,0,762,0.125,6,128,
Met5676,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,1169.031,,,0,762,0.05,6,128,
Met5679,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,21.203,1snp,,0.131,762,0.385,6,128,
Met5680,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,24.009,,,0,762,0.4,6,128,
Met5681,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,47.587,,,0,762,0.087,6,128,
Met5685,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,83.144,,,0,762,0.129,6,128,
Met5686,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,16.726,,,0,762,0.214,6,128,
Met5688,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,47.89,,,0,762,0.051,6,128,
Met5690,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,41.132,,,0,762,0.094,6,128,
Met5693,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,11.89,,,0,762,0.222,6,128,
Met5698,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,1469.76,1snp,,0.131,762,0.418,6,128,
Met5699,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,48.163,,,0,762,0.209,6,128,
Met5701,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,103.585,,,0,762,0.391,6,128,
Met5703,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,76.57,,,0,762,0.052,6,128,
Met5704,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,49.864,,,0,762,0.061,6,128,
Met5705,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,35.965,1snp,,0.131,762,0.444,6,128,
Met5706,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,49.972,,,0,762,0.083,6,128,
Met5707,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,91.47,2.895,65holes,edge1.0,0,762,0.5,6,128,
Met5708,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,664.465,,,0,762,0.239,6,128,
Met5709,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,81.518,1snp,,0.131,762,0.386,6,128,
Met5711,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,84.438,,,0,762,0.051,6,128,
Met5712,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,11.519,,,0,762,0.182,6,128,
Met5713,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,781.526,,,0,762,0.039,6,128,
Met5714,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,9.889,1snp,,0.131,762,0.462,6,128,
Met5716,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,166.016,,,0,762,0.098,6,128,
Met5723,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,15.025,,,0,762,0.2,6,128,
Met5725,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,394.32,,,0,762,0.14,6,128,
Met5726,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,26.902,,,0,762,0.118,6,128,
Met5729,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,95.013,3.352,38holes,edge2.0,0,762,0.333,6,128,
Met5733,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,49.822,,,0,762,0.075,6,128,
Met5734,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,323.535,,,0,762,0.044,6,128,
Met5736,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,1499.456,,,0,762,0.016,6,128,
Met5737,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,6.271,,,0,762,0.2,6,128,
Met5743,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,1771.153,,,0,762,0.087,6,128,
Met5746,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,91.601,4.502,64holes,edge0.0,0,762,0.25,6,128,
Met5748,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,362.338,1snp,,0.131,762,0.233,6,128,
Met5749,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,9.216,,edge2.0,0,762,0.2,6,128,
Met5751,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,28.36,,,0,762,0.111,6,128,
Met5752,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,110.219,,,0,762,0.308,6,128,
Met5753,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,95.669,6.045,33holes,edge0.0,0,762,0.167,6,128,
Met5755,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,205.429,,,0,762,0.344,6,128,
Met5756,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,176.121,1snp,,0.131,762,0.028,6,128,
Met5757,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,48.142,,,0,762,0.291,6,128,
Met5760,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,923.655,,,0,762,0.018,6,128,
Met5761,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,468.604,,,0,762,0.018,6,128,
Met5762,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,1300.537,,,0,762,0.299,6,128,
Met5765,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,120.218,,,0,762,0.118,6,128,
Met5767,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,96.85,6.618,24holes,edge1.0,0,762,0.333,6,128,
Met5768,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,24.33,,,0,762,0.4,6,128,
Met5769,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,16.505,,edge1.0,0,762,0.077,6,128,
Met5770,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,78.239,,,0,762,0.31,6,128,
Met5771,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,96.419,,,0,762,0.074,6,128,
Met5772,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,88.877,,,0,762,0.036,6,128,
Met5773,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,14.038,,,0,762,0.5,6,128,
Met5774,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,4460.351,,,0,762,0.021,6,128,
Met5776,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,51.248,,,0,762,0.053,6,128,
Met5778,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,25.119,,,0,762,0.067,6,128,
Met5780,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,147.38,,,0,762,0.034,6,128,
Met5781,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,10.198,,edge2.0,0,762,0.333,6,128,
Met5782,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,154.478,,,0,762,0.179,6,128,
Met5783,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,98.819,6.162,9holes,,0,762,0.5,6,128,
Met5784,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,5012.658,,,0,762,0.015,6,128,
Met5787,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,91.339,2.221,1snp66holes,edge1.0,0.144,762,0,6,128,
Met5790,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,581.752,,,0,762,0.255,6,128,
Met5791,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,50.038,,,0,762,0.194,6,128,
Met5793,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,117.798,1snp,,0.131,762,0.289,6,128,
Met5795,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,205.592,1snp,,0.131,762,0.246,6,128,
Met5796,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,12.718,,,0,762,0.25,6,128,
Met5797,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,96.85,11.886,24holes,edge0.0,0,762,0.455,6,128,
Met5798,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,83.309,,,0,762,0.086,6,128,
Met5800,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,12.942,1snp,,0.131,762,0.357,6,128,
Met5803,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,74.837,,,0,762,0.063,6,128,
Met5804,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,51.375,1snp,,0.131,762,0.37,6,128,
Met5806,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,29.776,,,0,762,0.229,6,128,
Met5808,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,2491.36,,,0,762,0.03,6,128,
Met5810,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,5.058,,,0,762,0.5,6,128,
Met4832,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,28.524,,,0,909,0.154,7,136,
Met4833,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,96.15,6.395,35holes,,0,909,0.5,7,136,
Met4834,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,12.335,,,0,909,0.182,7,136,
Met4836,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,27.098,,,0,909,0.08,7,136,
Met4837,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,37.468,,,0,909,0.1,7,136,
Met4842,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,33.549,1indel,,0,909,0.385,7,136,
Met4847,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,13.232,,,0,909,0.273,7,136,
Met4849,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,465.807,,,0,909,0.226,7,136,
Met4855,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,99.01,7.038,9holes,edge2.0,0,909,0.5,7,136,
Met4856,CARD_v3.0.8_SRST2,ANT6_AGly,aadS_133,100,18.118,2snp,,0.231,864,0.2,7,133,
Met4860,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,94.939,4.67,46holes,edge0.0,0,909,0.286,7,136,
Met4863,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,293.93,,,0,909,0.209,7,136,
Met4868,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,7.035,1snp,,0.11,909,0.5,7,136,
Met4880,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,96.15,4.934,35holes,edge0.0,0,909,0.5,7,136,
Met4882,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,239.493,,,0,909,0.199,7,136,
Met4885,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,10.276,,,0,909,0.2,7,136,
Met4887,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,34.871,,,0,909,0.077,7,136,
Met4889,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,12.925,,,0,909,0.222,7,136,
Met5657,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,97.58,25.644,22holes,edge1.0,0,909,0.167,7,136,
Met5658,CARD_v3.0.8_SRST2,ANT6_AGly,aadS_133,100,157.643,3snp,,0.347,864,0.026,7,133,
Met5660,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,241.925,,,0,909,0.033,7,136,
Met5661,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,95.93,9.286,37holes,edge0.0,0,909,0.5,7,136,
Met5662,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,99.34,7.688,1snp6holes,,0.111,909,0.375,7,136,
Met5664,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,98.9,5.953,1snp10holes,edge1.0,0.111,909,0.333,7,136,
Met5666,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,90.099,6.532,90holes,edge0.0,0,909,0.5,7,136,
Met5668,CARD_v3.0.8_SRST2,ANT6_AGly,aadS_133,100,77.37,3snp,,0.347,864,0.047,7,133,
Met5670,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,32.265,,,0,909,0.125,7,136,
Met5678,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,10.547,,,0,909,0.222,7,136,
Met5680,CARD_v3.0.8_SRST2,ANT6_AGly,aadS_133,100,4.758,3snp,edge1.0,0.347,864,0.333,7,133,
Met5686,CARD_v3.0.8_SRST2,ANT6_AGly,aadS_133,100,9.754,3snp,,0.347,864,0.143,7,133,
Met5688,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,625.264,,,0,909,0.042,7,136,
Met5689,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia_134,96.644,14.669,29holes,edge0.0,0,864,0.125,7,134,
Met5694,CARD_v3.0.8_SRST2,ANT6_AGly,aadS_133,100,14.158,3snp,,0.347,864,0.091,7,133,
Met5696,CARD_v3.0.8_SRST2,ANT6_AGly,aadS_133,100,43.539,3snp,,0.347,864,0.05,7,133,
Met5700,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,8.741,5snp,,0.55,909,0.438,7,136,
Met5704,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,46.453,,,0,909,0.088,7,136,
Met5705,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,321.296,,,0,909,0.112,7,136,
Met5706,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,8.076,,edge1.0,0,909,0.333,7,136,
Met5707,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,21.951,,,0,909,0.125,7,136,
Met5709,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,3.018,2snp,edge2.0,0.22,909,0.5,7,136,
Met5715,CARD_v3.0.8_SRST2,ANT6_AGly,aadS_133,100,34.286,3snp,,0.347,864,0.067,7,133,
Met5718,CARD_v3.0.8_SRST2,ANT6_AGly,aadS_133,100,7.764,3snp,,0.347,864,0.25,7,133,
Met5720,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,48.751,,,0,909,0.172,7,136,
Met5725,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,50.307,,,0,909,0.1,7,136,
Met5728,CARD_v3.0.8_SRST2,ANT6_AGly,aadS_133,100,31.602,3snp,,0.347,864,0.105,7,133,
Met5730,CARD_v3.0.8_SRST2,ANT6_AGly,aadS_133,100,45.923,2snp,,0.231,864,0.064,7,133,
Met5732,CARD_v3.0.8_SRST2,ANT6_AGly,aadS_133,100,118.444,3snp,,0.347,864,0.027,7,133,
Met5737,CARD_v3.0.8_SRST2,ANT6_AGly,aadS_133,100,91.369,3snp,,0.347,864,0.039,7,133,
Met5738,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,139.186,,,0,909,0.073,7,136,
Met5739,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,61.695,,,0,909,0.048,7,136,
Met5748,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,328.057,,,0,909,0.059,7,136,
Met5750,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,10.156,,,0,909,0.25,7,136,
Met5752,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,71.986,6snp,,0.66,909,0.429,7,136,
Met5753,CARD_v3.0.8_SRST2,ANT6_AGly,aadS_133,100,124.192,3snp,,0.347,864,0.042,7,133,
Met5755,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,13.365,1snp,,0.11,909,0.5,7,136,
Met5759,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,30.813,7snp,,0.77,909,0.5,7,136,
Met5760,CARD_v3.0.8_SRST2,ANT6_AGly,aadS_133,100,5.487,3snp,,0.347,864,0.25,7,133,
Met5761,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,98.24,63.709,6snp1indel16holes,,0.672,909,0.471,7,136,
Met5762,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,19.322,,edge2.0,0,909,0.357,7,136,
Met5771,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,95.93,108.874,2snp37holes,,0.229,909,0.032,7,136,
Met5772,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,10.088,,,0,909,0.333,7,136,
Met5774,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,174.188,,,0,909,0.02,7,136,
Met5776,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,83.32,,,0,909,0.043,7,136,
Met5782,CARD_v3.0.8_SRST2,ANT6_AGly,aadS_133,100,14.128,3snp,edge2.0,0.347,864,0.167,7,133,
Met5784,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,186.548,2snp,,0.22,909,0.302,7,136,
Met5788,CARD_v3.0.8_SRST2,ANT6_AGly,aadS_133,99.769,10.898,3snp2holes,,0.348,864,0.5,7,133,
Met5790,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,187.749,1snp,,0.11,909,0.146,7,136,
Met5791,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,95.93,15.69,37holes,edge0.0,0,909,0.1,7,136,
Met5795,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,90.17,,,0,909,0.097,7,136,
Met5796,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,37.311,,,0,909,0.152,7,136,
Met5798,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,92.189,8.915,1snp71holes,edge2.0,0.119,909,0.167,7,136,
Met5799,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,26.644,,,0,909,0.1,7,136,
Met5800,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,7.036,,edge2.0,0,909,0.25,7,136,
Met5802,CARD_v3.0.8_SRST2,ANT6_AGly,aadS_133,100,146.916,3snp,,0.347,864,0.036,7,133,
Met5803,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,459.769,,,0,909,0.024,7,136,
Met5804,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,98.68,7.729,3snp12holes,,0.334,909,0.333,7,136,
Met5808,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,279.392,,,0,909,0.023,7,136,
Met5809,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,26.785,,,0,909,0.2,7,136,
Met5812,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,41.621,7snp,,0.77,909,0.429,7,136,
Met5815,CARD_v3.0.8_SRST2,ANT6_AGly,aadS_133,100,1275.349,3snp,,0.347,864,0.011,7,133,
Met4868,CARD_v3.0.8_SRST2,APH2''_AGly,aph2''-IIa_142,100,5.987,25snp,edge2.0,2.778,900,0.5,9,142,
Met4873,CARD_v3.0.8_SRST2,APH2''_AGly,aph2''-IIa_142,100,28.705,9snp,,1,900,0.486,9,142,
