user_genome,domain,phylum,class,order,family,genus,species,Unique_ptid,site_specific,Survey_Period
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.16,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Enterocloster,s__Enterocloster bolteae,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.17,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Providencia,s__Providencia stuartii,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.19,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides fragilis,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella pneumoniae,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.20,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Eggerthella,s__Eggerthella lenta,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.21,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A massiliensis,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.23,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A obeum,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.24,d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Dethiosulfovibrionaceae,g__Pyramidobacter,s__Pyramidobacter piscolens,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.25,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Holdemanella,s__Holdemanella porci,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.26,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__VUNA01,s__VUNA01 sp002299625,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.27,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-83,s__CAG-83 sp000435975,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.28,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Hungatella,s__Hungatella sp005845265,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.29,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium callanderi,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Oliverpabstia,s__Oliverpabstia intestinalis,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.30,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-83,s__CAG-83 sp000431575,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.31,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__CAG-138,g__Phil1,s__Phil1 sp001940855,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.32,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Hungatella,s__,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.33,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Odoribacter,s__Odoribacter laneus,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.4,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Anaerotruncus,s__Anaerotruncus massiliensis,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.5,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter_A,s__Methanobrevibacter_A smithii,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.6,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter torques,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Mobiluncus,s__,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes onderdonkii,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.9,d__Bacteria,p__Desulfobacterota_I,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Mailhella,s__Mailhella excrementigallinarum,52,An,1
Met8662_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium striatum,52,An,2
Met8662_megahit_refinement_out_metawrap_50_10_bins_bin.10,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Morganella,s__Morganella morganii,52,An,2
Met8662_megahit_refinement_out_metawrap_50_10_bins_bin.11,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,52,An,2
Met8662_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sutterella,s__Sutterella wadsworthensis_A,52,An,2
Met8662_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sutterella,s__Sutterella wadsworthensis,52,An,2
Met8662_megahit_refinement_out_metawrap_50_10_bins_bin.4,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus paragasseri,52,An,2
Met8662_megahit_refinement_out_metawrap_50_10_bins_bin.5,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella pneumoniae,52,An,2
Met8662_megahit_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lacticaseibacillus,s__Lacticaseibacillus rhamnosus,52,An,2
Met8662_megahit_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_A,s__Enterococcus_A raffinosus,52,An,2
Met8663_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium massiliense,52,Fg,1
Met8663_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus simulans,52,Fg,1
Met8663_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium sp001815935,52,Fg,1
Met8663_megahit_refinement_out_metawrap_50_10_bins_bin.4,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,52,Fg,1
Met8663_megahit_refinement_out_metawrap_50_10_bins_bin.5,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum_E,52,Fg,1
Met8663_megahit_refinement_out_metawrap_50_10_bins_bin.6,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus pettenkoferi,52,Fg,1
Met8663_megahit_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,52,Fg,1
Met8664_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium sp001815935,52,Fg,2
Met8664_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum_E,52,Fg,2
Met8664_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,52,Fg,2
Met8665_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus paragasseri,52,Ic,2
Met8665_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella pneumoniae,52,Ic,2
Met8665_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Providencia,s__Providencia stuartii,52,Ic,2
Met8666_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Salmonella,s__Salmonella enterica,ZymoD6306,ZymoD6306,ZymoD6306
Met8666_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,ZymoD6306,ZymoD6306,ZymoD6306
Met8666_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas aeruginosa,ZymoD6306,ZymoD6306,ZymoD6306
Met8666_megahit_refinement_out_metawrap_50_10_bins_bin.4,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus aureus,ZymoD6306,ZymoD6306,ZymoD6306
Met8666_megahit_refinement_out_metawrap_50_10_bins_bin.5,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus fermentum,ZymoD6306,ZymoD6306,ZymoD6306
Met8666_megahit_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus spizizenii,ZymoD6306,ZymoD6306,ZymoD6306
Met8666_megahit_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Listeriaceae,g__Listeria,s__Listeria monocytogenes_B,ZymoD6306,ZymoD6306,ZymoD6306
Met8666_megahit_refinement_out_metawrap_50_10_bins_bin.9,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__Enterococcus faecalis,ZymoD6306,ZymoD6306,ZymoD6306
Met8667_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium kroppenstedtii_C,52,N,2
Met8667_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium striatum,52,N,2
Met8667_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium accolens,52,N,2
Met8668_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,52,Tw,2
Met8668_megahit_refinement_out_metawrap_50_10_bins_bin.10,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__JAAYEL01,s__,52,Tw,2
Met8668_megahit_refinement_out_metawrap_50_10_bins_bin.11,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Aerococcus,s__,52,Tw,2
Met8668_megahit_refinement_out_metawrap_50_10_bins_bin.12,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__,s__,52,Tw,2
Met8668_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Allofustis,s__,52,Tw,2
Met8668_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus_A,s__,52,Tw,2
Met8668_megahit_refinement_out_metawrap_50_10_bins_bin.4,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus simulans,52,Tw,2
Met8668_megahit_refinement_out_metawrap_50_10_bins_bin.5,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,52,Tw,2
Met8668_megahit_refinement_out_metawrap_50_10_bins_bin.6,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium massiliense,52,Tw,2
Met8668_megahit_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,52,Tw,2
Met8668_megahit_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum_E,52,Tw,2
Met8668_megahit_refinement_out_metawrap_50_10_bins_bin.9,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus_C,s__Peptoniphilus_C ivorii,52,Tw,2
Met8669_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,1,Fg,1
Met8669_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium sp900539985,1,Fg,1
Met8669_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,1,Fg,1
Met8670_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium dentium,1,Ic,1
Met8670_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,1,Ic,1
Met8671_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas aeruginosa,1,N,1
Met8671_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus cristatus,1,N,1
Met8671_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Rothia,s__Rothia sp001808955,1,N,1
Met8672_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus pettenkoferi,1,Tw,1
Met8672_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Aerococcus,s__,1,Tw,1
Met8672_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus octavius,1,Tw,1
Met8672_megahit_refinement_out_metawrap_50_10_bins_bin.4,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,1,Tw,1
Met8672_megahit_refinement_out_metawrap_50_10_bins_bin.5,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,1,Tw,1
Met8672_megahit_refinement_out_metawrap_50_10_bins_bin.6,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Gleimia,s__Gleimia hominis,1,Tw,1
Met8672_megahit_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus simulans,1,Tw,1
Met8672_megahit_refinement_out_metawrap_50_10_bins_bin.9,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium massiliense,1,Tw,1
Met8673_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Lawsonella,s__Lawsonella clevelandensis_A,7,Fg,1
Met8673_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus capitis,7,Fg,1
Met8673_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,7,Fg,1
Met8673_megahit_refinement_out_metawrap_50_10_bins_bin.4,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium kefirresidentii,7,Fg,1
Met8673_megahit_refinement_out_metawrap_50_10_bins_bin.5,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus pseudopneumoniae_C,7,Fg,1
Met8673_megahit_refinement_out_metawrap_50_10_bins_bin.6,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Saccharofermentanales,f__DTU023,g__SFGY01,s__SFGY01 sp004556455,7,Fg,1
Met8673_megahit_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium amycolatum,7,Fg,1
Met8673_megahit_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Pseudoglutamicibacter,s__Pseudoglutamicibacter cumminsii_A,7,Fg,1
Met8684_Megahit_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus pettenkoferi,30,Tw,1
Met8684_Megahit_refinement_outMetawrap_50_10_bins_bin.10,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium sp001807205,30,Tw,1
Met8684_Megahit_refinement_outMetawrap_50_10_bins_bin.11,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium jeikeium_C,30,Tw,1
Met8684_Megahit_refinement_outMetawrap_50_10_bins_bin.2,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium massiliense,30,Tw,1
Met8684_Megahit_refinement_outMetawrap_50_10_bins_bin.4,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium paucivorans,30,Tw,1
Met8684_Megahit_refinement_outMetawrap_50_10_bins_bin.5,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium luteolum,30,Tw,1
Met8684_Megahit_refinement_outMetawrap_50_10_bins_bin.6,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus lugdunensis,30,Tw,1
Met8684_Megahit_refinement_outMetawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus caprae,30,Tw,1
Met8684_Megahit_refinement_outMetawrap_50_10_bins_bin.8,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__,30,Tw,1
Met8684_Megahit_refinement_outMetawrap_50_10_bins_bin.9,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__,30,Tw,1
Met8686_Megahit_refinement_outMetawrap_50_10_bins_bin.10,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides sp000435075,32,An,1
Met8686_Megahit_refinement_outMetawrap_50_10_bins_bin.11,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium adolescentis,32,An,1
Met8686_Megahit_refinement_outMetawrap_50_10_bins_bin.12,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella timonensis,32,An,1
Met8686_Megahit_refinement_outMetawrap_50_10_bins_bin.13,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Fusicatenibacter,s__Fusicatenibacter saccharivorans,32,An,1
Met8686_Megahit_refinement_outMetawrap_50_10_bins_bin.14,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UBA1417,s__UBA1417 sp003531055,32,An,1
Met8686_Megahit_refinement_outMetawrap_50_10_bins_bin.15,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Saccharofermentanales,f__DTU023,g__SFFI01,s__SFFI01 sp004556925,32,An,1
Met8686_Megahit_refinement_outMetawrap_50_10_bins_bin.16,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sutterella,s__Sutterella wadsworthensis_A,32,An,1
Met8686_Megahit_refinement_outMetawrap_50_10_bins_bin.17,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Mobiluncus,s__,32,An,1
Met8686_Megahit_refinement_outMetawrap_50_10_bins_bin.18,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-103,s__CAG-103 sp900757655,32,An,1
